Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
SARS-ddORF6 24Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO down
SARS-ddORF6 60Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
SARS-ddORF6 72Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO down
SARS-ddORF6 84Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CORT,Virus Perturbations from GEO down
cSARS Bat SRBD 0Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC121,Virus Perturbations from GEO down
cSARS Bat SRBD 30Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,OIP5,Virus Perturbations from GEO down
cSARS Bat SRBD 36Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 36Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NDUFA2,Virus Perturbations from GEO down
cSARS Bat SRBD 48Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,OIP5,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 48Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,HIST1H4I,Virus Perturbations from GEO down
hMPV 24Hour GSE8961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,OIP5,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 48Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
hMPV 6Hour GSE8961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZCCHC4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 48Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ENOX1,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 6Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO down
icSARA deltaORF6 24Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MFNG,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 7Hour GSE37571,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMCO6,Virus Perturbations from GEO down
icSARA deltaORF6 3Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GFRA2,Virus Perturbations from GEO down
A-Netherlands-602-2009(H1N1) 3Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L8P,Virus Perturbations from GEO down
A-Netherlands-602-2009(H1N1) 48Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC121,Virus Perturbations from GEO down
A-Netherlands-602-2009(H1N1) 7Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO down
icSARS CoV 30Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L9P,Virus Perturbations from GEO down
icSARS CoV 30Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L8P,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day2-10^3pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day4-10^2pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L9P,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day4-10^3pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IL25,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day4-10^4pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L9P,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day7-10^2pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCL25,Virus Perturbations from GEO down
icSARS CoV 54Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day7-10^3pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L9P,Virus Perturbations from GEO down
icSARS CoV 54Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TTC39A,Virus Perturbations from GEO down
A-Vietnam-1203-2004(H5N1) 0Hour GSE28166,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GFRA2,Virus Perturbations from GEO down
icSARS CoV 60Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO down
A-Vietnam-1203-2004(H5N1) 12Hour GSE28166,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO down
icSARS CoV 60Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMCO6,Virus Perturbations from GEO down
A-Vietnam-1203-2004(H5N1) 24Hour GSE28166,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMLHE,Virus Perturbations from GEO down
icSARS CoV 72Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCL25,Virus Perturbations from GEO down
A-Vietnam-1203-2004(H5N1) 24Hour GSE43204,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC121,Virus Perturbations from GEO down
A-Vietnam-1203-2004(H5N1) 2day-IDO1KO GSE40792,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
A-Vietnam-1203-2004(H5N1) 3Hour GSE28166,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMCO6,Virus Perturbations from GEO down
icSARS-Cov Day7 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SIRT4,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 1day-MOI-10^3 GSE43302,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 4day-MOI-10^3 GSE43302,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 7day-MOI-10^3 GSE43302,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1) 7Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 7Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 12Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 24Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TTC39A,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)HAAvirmut 4day-MOI-10^4 GSE37572,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)HAAvirmut 7day-MOI-10^4 GSE37572,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 4day-MOI-10^3 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF174,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 4day-MOI-10^4 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 7day-MOI-10^3 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc 12Hour GSE43204,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ARHGAP19,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 2day-MOI-10^4 GSE43301,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC7,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 4day-MOI-10^4 GSE43301,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO down
A CA 04 2009 4dayMOI-10^6 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO down
A CA 04 2009 7dayMOI-10^3 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KLK5,Virus Perturbations from GEO down
A CA 04 2009 7dayMOI-10^4 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO down
A CA 04 2009 7dayMOI-10^5 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF174,Virus Perturbations from GEO down
Dhori Virus 24Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,INPP4A,Virus Perturbations from GEO down
Ebolavirus(EBOV) 3day Splenocytes GSE17509,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CORT,Virus Perturbations from GEO down
Ebolavirus(EBOV) 7day Splenocytes GSE17509,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TTC39A,Virus Perturbations from GEO down
Enterovirus 71 8Hour GSE15323,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
HCV JFH-1 12Hour GSE20948,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MFNG,Virus Perturbations from GEO down
HCV JFH-1 18Hour GSE20948,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF174,Virus Perturbations from GEO down
HCV JFH-1 24Hour GSE20948,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,INPP4A,Virus Perturbations from GEO down
HCV JFH-1 48Hour GSE20948,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO down
HCV JFH1 120Hour-Huh7 5 1 GSE29889,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NDUFA2,Virus Perturbations from GEO down
HCoV-EMC2012 24Hour GSE45042,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMCO6,Virus Perturbations from GEO down
HCoV-EMC2012 3Hour GSE45042,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,EPHB6,Virus Perturbations from GEO down
HHV8 72Hour-BEC GSE16354,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMLHE,Virus Perturbations from GEO down
RSV-A2 24Hour-B6.129PF1 J GSE18170,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO down
RSV 24Hour GSE3397,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO down
RV16 0Hour-B2B GSE28904,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO down
SARS-BatSRBD 48Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ARHGAP19,Virus Perturbations from GEO down
SARS-BatSRBD 60Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,METTL2B,Virus Perturbations from GEO down
SARS-BatSRBD 72Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,METTL2B,Virus Perturbations from GEO down
SARS-BatSRBD 72Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CORT,Virus Perturbations from GEO down
SARS-BatSRBD 72Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO down
SARS-BatSRBD 84Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
SARS-BatSRBD 96Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLXNA2,Virus Perturbations from GEO down
SARS-CoV MA15 Day1-PFU-10^4 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NDUFA2,Virus Perturbations from GEO down
SARS-CoV MA15 Day1 GSE49262,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
SARS-CoV MA15 Day2-PFU-10^2 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO down
SARS-CoV MA15 Day2-PFU-10^4 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L9P,Virus Perturbations from GEO down
SARS-CoV MA15 Day2-PFU-10^4 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
SARS-CoV MA15 Day2-PFU-10^5 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO down
SARS-CoV MA15 Day2 GSE49262,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GFRA2,Virus Perturbations from GEO down
SARS-CoV MA15 Day4-PFU-10^2 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
SARS-CoV MA15 Day4-PFU-10^5 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
SARS-CoV MA15 Day4 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
SARS-CoV MA15 Day7-C57BL-6 GSE40824,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
SARS-CoV MA15 Day7-C57BL6 GSE50878,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TTC39A,Virus Perturbations from GEO down
SARS-CoV MA15 Day7-PFU-10^2 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO down
SARS-CoV NSP16 Day2 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
SARS-CoV NSP16 Day4 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
SARS-CoV 0Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,REPS2,Virus Perturbations from GEO down
SARS-CoV 12Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,INPP4A,Virus Perturbations from GEO down
SARS-CoV 12Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
SARS-CoV 24Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO down
SARS-CoV 24Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,APC,Virus Perturbations from GEO down
SARS-CoV 48Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TTC39A,Virus Perturbations from GEO down
SARS-CoV 48Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
SARS-CoV 60Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
SARS-CoV 60Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO down
SARS-CoV 84Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,METTL2B,Virus Perturbations from GEO down
SARS-CoV 84Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO down
SARS-CoV 96Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO down
SARS-CoV 96Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO down
SARS-dORF6 36Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,METTL2B,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 18Hour GSE37571,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,POM121L4P;POM121L8P;GFRA2,Virus Perturbations from GEO up
cSARS Bat SRBD 0Hour GSE37827,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,POM121L10P;SLC34A1;KIF2C,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 48Hour GSE40844,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,CORT;POM121L8P;NUDT4,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day1-10^2pfu GSE33263,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,NDUFA2;SIRT4;ENOX1,Virus Perturbations from GEO up
icSARS CoV 7Hour GSE37827,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,METTL2B;ANKRD26;PLXNA2,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 0Hour GSE43203,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,CCL25;POM121L1P;NUDT4,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 7Hour GSE43203,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,CORT;MFNG;MYO16,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 7Hour GSE43203,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,CORT;MFNG;CGGBP1,Virus Perturbations from GEO up
SARS-CoV MA15 Day1-PFU-10^4 GSE33266,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,EPHB6;GFRA2;ENOX1,Virus Perturbations from GEO up
SARS-dORF6 48Hour GSE47960,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,ARHGAP19;PLXNA2,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 0Hour GSE40844,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L10P;TTC39A,Virus Perturbations from GEO up
SARS-dORF6 96Hour GSE47960,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,PLXNA2;PLAGL2,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 24Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L4P;POM121L8P,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 30Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L8P;ZNF365,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 36Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L8P;NUDT4,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 3Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,INPP4A;POM121L1P,Virus Perturbations from GEO up
icSARA deltaORF6 36Hour GSE33267,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,REPS2;KIF2C,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day1-10^4pfu GSE33263,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,APC;NDUFA2,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 24Hour GSE28166,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,GOSR1;CGGBP1,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 3Hour GSE28166,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,OIP5;CGGBP1,Virus Perturbations from GEO up
icSARS-Cov Day4 GSE50000,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,UGT1A1;CCDC7,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 7Hour GSE28166,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CORT;CGGBP1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 24Hour GSE43203,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L4P;SLC34A1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 0Hour GSE43203,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,ZCCHC4;GFRA2,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 1day-MOI-10^4 GSE44445,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CCDC7;PLXNA2,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 4day-MOI-10^3 GSE44445,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,OIP5;KIF2C,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc 3Hour GSE43204,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,ANKRD26;NUDT4,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc 7Hour GSE43204,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,MFNG;ZNF365,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 7day-MOI-10^4 GSE43301,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,IL25;C1QL1,Virus Perturbations from GEO up
A CA 04 2009 4dayMOI-10^6 GSE37569,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,OIP5;KIF2C,Virus Perturbations from GEO up
Enterovirus 71 8Hour GSE15323,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CASC1;ZNF365,Virus Perturbations from GEO up
SARS-BatSRBD Day1 GSE50000,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,IL25;GOSR1,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^5 GSE50000,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,PLAGL2;ZCCHC4,Virus Perturbations from GEO up
SARS-CoV MA15 Day7-PFU-10^5 GSE50000,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,GOSR1;OIP5,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 0Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF174,Virus Perturbations from GEO up
SARS-dORF6 60Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L1P,Virus Perturbations from GEO up
SARS-dORF6 84Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SIRT4,Virus Perturbations from GEO up
SARS-dORF6 96Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO up
SARS-ddORF6 0Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ARHGAP19,Virus Perturbations from GEO up
SARS-ddORF6 48Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
SARS-ddORF6 60Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 24Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLXNA2,Virus Perturbations from GEO up
SARS-ddORF6 84Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO up
SARS-ddORF6 96Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ENOX1,Virus Perturbations from GEO up
cSARS Bat SRBD 12Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO up
cSARS Bat SRBD 60Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO up
hMPV 12Hour GSE8961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ENOX1,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 48Hour GSE37571,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO up
icSARA deltaORF6 0Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 6Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 7Hour GSE37571,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLXNA2,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) Day1 GSE36328,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TTC39A,Virus Perturbations from GEO up
A-Netherlands-602-2009(H1N1) 24Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L8P,Virus Perturbations from GEO up
