Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
Circadian rhythm related genes WP3594,8/201,0.2759180179880562,0.8190773867318399,0,0,1.2985642748735928,1.672098228159896,F7;NCOR1;AHCY;PHLPP1;ID2;MTTP;PROX1;PPARGC1A,WikiPathways 2019 Human
Type 2 papillary renal cell carcinoma WP4241,2/34,0.2799414928185543,0.8206980410581219,0,0,1.9192016121293543,2.443478844384053,FH;ELOB,WikiPathways 2019 Human
Signaling of Hepatocyte Growth Factor Receptor WP313,2/34,0.2799414928185543,0.8258274038147352,0,0,1.9192016121293543,2.443478844384053,RAF1;MET,WikiPathways 2019 Human
A-VN-1203-2004(H5N1) Day4-10^2pfu GSE33263,16/300,0.023206102895239365,0.8328412483513683,0,0,1.7400761283306145,6.548498060378394,MAOA;SLC43A3;C1R;EPHX2;MRPL46;CYP3A5;EGFR;DCAF6;BDH1;ACOX2;POLR2C;PXMP2;PEX5;CRYL1;ACO1;ACAA1,Virus Perturbations from GEO up
Pancreatic adenocarcinoma pathway WP4263,4/89,0.29094056202159174,0.8373411297206785,0,0,1.466356287919057,1.8104166825810994,PEBP1;PIK3R1;RAF1;EGFR,WikiPathways 2019 Human
Kit Receptor Signaling Pathway WP407,3/67,0.33802994518036406,0.837933385235832,0,0,1.460884809232792,1.5845060391253158,PIK3R1;RAF1;MPDZ,WikiPathways 2019 Mouse
SARS-CoV MA15 Day7-PFU-10^2 GSE33266,15/300,0.04419582589097631,0.8397206919285498,0,0,1.6313213703099512,5.088295156955408,FGB;TRAP1;GPX4;DPYS;SORD;KHK;KTN1;DHRS4;TFR2;CHN2;AKAP9;PXMP2;ST7;SULT2A1;PCYOX1,Virus Perturbations from GEO up
Serotonin Transporter Activity WP1455,1/11,0.29001481899160747,0.8397975126628143,0,0,2.966038855109002,3.6714318770165093,MAOA,WikiPathways 2019 Human
PTF1A related regulatory pathway WP4147,1/11,0.29001481899160747,0.844981447926165,0,0,2.966038855109002,3.6714318770165093,PROX1,WikiPathways 2019 Human
Androgen receptor signaling pathway WP138,4/90,0.2978451181157623,0.8520175500038776,0,0,1.4500634402755121,1.7562902526066249,AR;NCOR1;PIK3R1;EGFR,WikiPathways 2019 Human
Photodynamic therapy-induced HIF-1 survival signaling WP3614,2/37,0.3141928683020291,0.8522932979227456,0,0,1.7635906706053526,2.041794015034331,SLC16A1;BNIP3,WikiPathways 2019 Human
Fibrin Complement Receptor 3 Signaling Pathway WP4136,2/37,0.3141928683020291,0.8572198487777903,0,0,1.7635906706053526,2.041794015034331,PLG;CD14,WikiPathways 2019 Human
Regulation of Actin Cytoskeleton WP51,6/150,0.3124175125818535,0.8573317787129935,0,0,1.3050570962479608,1.5183227463455178,PIK3R1;CD14;RAF1;F2;ARHGAP35;EGFR,WikiPathways 2019 Human
MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ WP3849,1/12,0.3117878068850217,0.8606072798229839,0,0,2.718868950516585,3.168658044283573,RAF1,WikiPathways 2019 Human
Glucocorticoid & Mineralcorticoid Metabolism WP495,1/14,0.35335420171816145,0.8637547153110613,0,0,2.3304591004427873,2.4243400625068725,HSD11B1,WikiPathways 2019 Mouse
Endometrial cancer WP4155,3/63,0.30428162014676613,0.8651862934293592,0,0,1.5536394002951914,1.8485226821117513,PIK3R1;RAF1;EGFR,WikiPathways 2019 Human
IL-10 Anti-inflammatory Signaling Pathway  WP4495,1/12,0.3117878068850217,0.8656696755866485,0,0,2.718868950516585,3.168658044283573,BLVRB,WikiPathways 2019 Human
Oncostatin M Signaling Pathway WP2374,3/65,0.3211527628864726,0.8661948804709432,0,0,1.5058351110553396,1.7103853013615502,IRS1;PIK3R1;RAF1,WikiPathways 2019 Human
Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425,1/12,0.3117878068850217,0.8707919813593507,0,0,2.718868950516585,3.168658044283573,TOB1,WikiPathways 2019 Human
Insulin Signaling WP65,6/159,0.3613518922920002,0.8712045622382472,0,0,1.2311859398565668,1.2532278919485669,GYS2;GRB14;IRS1;ENPP1;PIK3R1;RAF1,WikiPathways 2019 Mouse
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,11/303,0.32644839625510985,0.87547524450234,0,0,1.1844577606210867,1.325980793960791,GYS2;PHLPP1;IRS1;SLC2A2;IRS2;PIK3R1;RAF1;PPARGC1A;IL6R;MET;EGFR,WikiPathways 2019 Human
Iron Homeostasis WP1596,1/15,0.3731877455628516,0.8757472429208251,0,0,2.1750951604132682,2.1439339785980795,TFR2,WikiPathways 2019 Mouse
Bile Acids synthesis and enterohepatic circulation  WP4389,1/12,0.3117878068850217,0.8759752669626801,0,0,2.718868950516585,3.168658044283573,SLC10A1,WikiPathways 2019 Human
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WP4337,1/13,0.33289414132137957,0.8777990765569338,0,0,2.5097251850922326,2.760523863647812,IL6R,WikiPathways 2019 Human
Oxidative Damage WP1496,2/42,0.3703449702202246,0.8808204697129667,0,0,1.5536394002951914,1.5432616418355014,C4B;C2,WikiPathways 2019 Mouse
TNF alpha Signaling Pathway WP231,4/92,0.31171047946219815,0.8810020736895661,0,0,1.418540322008653,1.6535647527156168,TRAP1;TAB2;RAF1;TANK,WikiPathways 2019 Human
Ganglio Sphingolipid Metabolism WP1423,1/13,0.33289414132137957,0.8827305320432087,0,0,2.5097251850922326,2.760523863647812,ST3GAL1,WikiPathways 2019 Human
Eukaryotic Transcription Initiation WP567,2/43,0.38136914983468845,0.8831706627750681,0,0,1.5175082514511173,1.4628589487149855,POLR2C;POLR2E,WikiPathways 2019 Mouse
PDGF Pathway WP2526,2/39,0.3368330779768093,0.8832511822502999,0,0,1.6731501233948216,1.8206680702995466,PIK3R1;RAF1,WikiPathways 2019 Human
Development of pulmonary dendritic cells and macrophage subsets WP3892,1/13,0.33289414132137957,0.8877177101903455,0,0,2.5097251850922326,2.760523863647812,ID2,WikiPathways 2019 Human
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 4day-MOI-10^3 GSE43302,15/300,0.04419582589097631,0.8922032351740842,0,0,1.6313213703099512,5.088295156955408,AHCY;GCH1;C1R;TMEM176B;GHITM;C2;GATM;APOC2;SERPING1;CD14;ARIH1;SLC25A20;ST3GAL1;CFB;RBKS,Virus Perturbations from GEO up
Eicosanoid metabolism via Cytochrome P450 Mono-Oxygenases (CYP) pathway WP4349,1/16,0.3924139272504043,0.8969461194294955,0,0,2.039151712887439,1.907500121202245,EPHX2,WikiPathways 2019 Mouse
IL-5 Signaling Pathway WP127,2/40,0.3480705777196615,0.8977558070146461,0,0,1.6313213703099512,1.7216150248474387,PIK3R1;RAF1,WikiPathways 2019 Human
Glycogen Synthesis and Degradation WP500,2/40,0.3480705777196615,0.9026885312290123,0,0,1.6313213703099512,1.7216150248474387,GYS2;PHKA2,WikiPathways 2019 Human
RAC1/PAK1/p38/MMP2 Pathway WP3303,3/68,0.34646070167191395,0.9034776308792452,0,0,1.4394012090970156,1.5257449599929391,GRB14;PIK3R1;EGFR,WikiPathways 2019 Human
Osteoblast Signaling WP322,1/14,0.35335420171816145,0.9064303435378924,0,0,2.3304591004427873,2.4243400625068725,SLC17A2,WikiPathways 2019 Human
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841,11/324,0.4080235122504578,0.920668437898469,0,0,1.1076873502104605,0.9929647010159678,GYS2;PHLPP1;CMC4;IRS1;SLC2A2;IRS2;PIK3R1;RAF1;PPARGC1A;MET;EGFR,WikiPathways 2019 Mouse
A-CA-04-2009(H1N1) Day1 GSE36328,16/300,0.023206102895239365,0.9369464043952893,0,0,1.7400761283306145,6.548498060378394,HSPA9;FKBP2;ITIH2;PMM1;KCNJ8;SHMT2;AQP9;GHITM;CLU;ZNHIT1;HAX1;ACOX2;ESD;SFXN1;CD14;NDUFV1,Virus Perturbations from GEO up
Estrogen signaling WP1244,3/77,0.42145444652165936,0.938936488453317,0,0,1.2711595093324293,1.0983372158163078,NCOR1;POLR2C;POLR2E,WikiPathways 2019 Mouse
IL-2 Signaling Pathway WP49,2/42,0.3703449702202246,0.9398001394835807,0,0,1.5536394002951914,1.5432616418355014,PIK3R1;RAF1,WikiPathways 2019 Human
Oxysterols derived from cholesterol WP4545,1/15,0.3731877455628516,0.9419498176773582,0,0,2.1750951604132682,2.1439339785980795,EPHX2,WikiPathways 2019 Human
Common Pathways Underlying Drug Addiction WP2636,2/42,0.3703449702202246,0.944880140237546,0,0,1.5536394002951914,1.5432616418355014,GJB1;RAF1,WikiPathways 2019 Human
A-Vietnam-1203-2004(H5N1) 7Hour GSE28166,15/300,0.04419582589097631,0.9516834508523565,0,0,1.6313213703099512,5.088295156955408,ITIH4;CYB5A;C1R;CMC2;HP;LCAT;SULT1A1;MRPL20;AFTPH;NMRK1;ALB;HAGH;ACAA1;ALDH7A1;RNF130,Virus Perturbations from GEO up
IL-6 signaling pathway WP364,2/43,0.38136914983468845,0.9524139614919204,0,0,1.5175082514511173,1.4628589487149855,PIK3R1;IL6R,WikiPathways 2019 Human
SREBF and miR33 in cholesterol and lipid homeostasis WP2011,1/16,0.3924139272504043,0.9547390394958291,0,0,2.039151712887439,1.907500121202245,PPARGC1A,WikiPathways 2019 Human
Eukaryotic Transcription Initiation WP405,2/43,0.38136914983468845,0.9574799932019837,0,0,1.5175082514511173,1.4628589487149855,POLR2C;POLR2E,WikiPathways 2019 Human
NAD+ metabolism WP3644,1/16,0.3924139272504043,0.9596858738973618,0,0,2.039151712887439,1.907500121202245,SIRT5,WikiPathways 2019 Human
ID signaling pathway WP53,1/16,0.3924139272504043,0.9646842378239106,0,0,2.039151712887439,1.907500121202245,ID2,WikiPathways 2019 Human
Cori Cycle WP1946,1/16,0.3924139272504043,0.9697349406397425,0,0,2.039151712887439,1.907500121202245,SLC2A2,WikiPathways 2019 Human
Mitochondrial Gene Expression WP1263,1/19,0.44663117954230125,0.9704578715980867,0,0,1.7171803897999485,1.3840853896237733,PPARGC1A,WikiPathways 2019 Mouse
Delta-Notch Signaling Pathway WP265,3/83,0.4698347357172888,0.9728342763087391,0,0,1.1792684604650248,0.8907890551069305,NCOR1;PIK3R1;EGFR,WikiPathways 2019 Mouse
Interleukin-11 Signaling Pathway WP2332,2/44,0.3923102595013726,0.9745812762349888,0,0,1.483019427554501,1.3876646506386463,PIK3R1;RAF1,WikiPathways 2019 Human
Id Signaling Pathway WP512,2/51,0.4661778552192104,0.976753601411679,0,0,1.2794677414195694,0.9764744958717512,IRS1;ID2,WikiPathways 2019 Mouse
Translation Factors WP307,2/50,0.4559445687128238,0.9786127328470365,0,0,1.3050570962479608,1.0249710103713485,EIF5;EIF4EBP2,WikiPathways 2019 Mouse
Exercise-induced Circadian Regulation WP544,2/49,0.4455991016690608,0.9803180236719339,0,0,1.3316909145387354,1.076453182906549,TAB2;TOB1,WikiPathways 2019 Mouse
BMP Signaling Pathway in Eyelid Development WP3663,1/20,0.4636080271455429,0.9830724431038018,0,0,1.6313213703099512,1.2540225984620632,EGFR,WikiPathways 2019 Mouse
IL-9 Signaling Pathway WP22,1/17,0.4110513164341839,0.9949549813176144,0,0,1.9192016121293543,1.7062416558408113,PIK3R1,WikiPathways 2019 Human
cSARS Bat SRBD 72Hour GSE37827,1/300,0.9999149372071674,0.9999149372071674,0,0,0.10875475802066341,9.251376930629653e-6,PTP4A1,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day4-10^4pfu GSE33263,15/300,0.04419582589097631,1,0,0,1.6313213703099512,5.088295156955408,ZGPAT;C1R;EPHX2;ECH1;CYP4A11;PROX1;ITIH1;CYP3A5;EGFR;CCNB1IP1;CYP27A1;TFR2;PEX5;CRYL1;ACO1,Virus Perturbations from GEO up
RSV 24Hour GSE3397,14/300,0.07930209840595827,1,0,0,1.5225666122892878,3.8589309023479887,PHF3;COX8A;PHLPP1;SHMT2;ST13;PRKCSH;SORBS2;TRAPPC8;GHITM;KTN1;BAG6;SCP2;ERP29;DGCR6,Virus Perturbations from GEO up
RSV 4Hour GSE3397,14/300,0.07930209840595827,1,0,0,1.5225666122892878,3.8589309023479887,COX8A;MPST;SLC25A1;CMC4;CNBP;ECH1;UBR4;TRAPPC8;CYP3A5;SOD1;SCP2;UQCRC1;ERP29;SDC1,Virus Perturbations from GEO up
SARS-CoV 24Hour GSE47961,14/300,0.07930209840595827,1,0,0,1.5225666122892878,3.8589309023479887,MPST;NDUFB8;GALT;C4BPA;MRPL23;LIN7C;MRPL46;RCL1;NSMCE4A;MTHFD1;ERP29;TAB2;ARIH1;DCAF11,Virus Perturbations from GEO up
icSARS CoV 12Hour GSE33267,14/300,0.07930209840595827,1,0,0,1.5225666122892878,3.8589309023479887,SLC10A1;PLGLB2;OXSM;DPYS;TRIAP1;HSD17B10;C4A;REEP5;CBS;GPBP1L1;ANG;GUSB;IL6R;GNE,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 0Hour GSE47962,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,GAMT;PHYH;ALAS1;CMC2;TANK;SULT1A1;ERP29;NDUFS3;BLVRB;ACO1;ACADM;SULT1A4;AAMP,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 0Hour GSE37571,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,PHF3;AKR1D1;AK2;HSD17B4;KLHL2;MSMO1;HPR;TBCA;EIF5;CPS1;KYNU;TJP2;SLC38A4,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day1-10^4pfu GSE33263,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,FH;GLS2;QPRT;NDUFA2;HSD17B4;PIK3R1;FMO3;CTSO;NCOR1;PSD3;APOC1;AOX1;CRAT,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 7day-MOI-10^3 GSE44445,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,SLC10A1;C1R;OXSM;AK2;KLHL2;ACSM2A;EGFR;KNG1;C2;TDO2;ST7;RAF1;CFB,Virus Perturbations from GEO up
HCV JFH-1 48Hour GSE20948,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,ZNF274;CNBP;CFI;SLC43A1;IRS2;MRPL46;NCOR1;REEP5;CBS;CTH;SMPDL3A;AAMP;PCK2,Virus Perturbations from GEO up
HCoV-EMC2012 0Hour GSE45042,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,ACSM3;SLC35D1;AHSG;CALCOCO2;IDH1;AMT;ABAT;SERPINA4;SERPINA5;NMRK1;ENOSF1;SUCLG1;AASS,Virus Perturbations from GEO up
SARS-BatSRBD 0Hour GSE47960,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,COX8A;PMM1;SRD5A1;MRPL46;ALAD;GRHPR;C8G;DGCR6L;SULT1A4;ACADS;AAMP;SLC27A5;SLC25A13,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^5 GSE33266,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,GSTK1;ACSL1;KCND3;C1R;EPHX2;CARHSP1;NR5A2;BDH1;CYP1A2;LEPR;ACO1;ACAA1;UGT1A8,Virus Perturbations from GEO up
icSARS-Cov Day2 GSE50000,13/300,0.13381964248282244,1,0,0,1.4138118542686242,2.8435465344599833,CXADR;DPYS;MGST2;ZNF24;SERPINA7;CPN2;ACAT1;AFTPH;BLOC1S1;NAT2;APOF;POLR2E;RAF1,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 0Hour GSE40844,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,GYS2;CPB2;PLGLB1;ABCA6;CHN2;CFHR4;GSTA2;GSTA1;APOF;AGXT;ALDH8A1;CP,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 12Hour GSE37571,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,PTP4A1;CALCOCO2;C1R;ID2;APOC1;AK2;ACSM2A;C4BPB;HPR;ZNF24;ALDH8A1;SLC17A2,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day1-10^2pfu GSE33263,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,PHF3;LYRM1;FH;NDUFA2;KLHL2;GPBP1L1;FMO3;TRIAP1;SLC38A3;CRAT;ADIPOR2;PMF1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 24Hour GSE43203,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,PTP4A1;PLGLB1;C9;PCBP2;ALB;HP;MGST2;DGCR6;SEC62;HIGD1A;PMF1;CPN1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 4day-MOI-10^3 GSE44445,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,GJB1;AHCY;TPMT;DPYS;CFI;QPRT;HAO1;MASP2;PIGV;CFB;SULT2A1;C2,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 1day-MOI-10^4 GSE43301,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,VWA8;FGA;AFTPH;ABCD3;TDO2;SRD5A1;TRAPPC8;SAA2-SAA4;PHKA2;KALRN;ADIPOR2;ABCG2,Virus Perturbations from GEO up
HCV JFH1 168Hour-Huh7 GSE29889,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,C5;AFTPH;PHLPP1;FZD5;PON1;ENPP1;LCAT;CEPT1;PPARGC1A;A1CF;PCK2;F5,Virus Perturbations from GEO up
HCV 8week+IFN-a GSE37715,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,PHF3;NCOR1;NSMCE4A;PDXDC1;GRB14;C1S;F11;NBR1;NR1H4;DBI;PIGV;CLU,Virus Perturbations from GEO up
SARS-BatSRBD 60Hour GSE47962,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,H6PD;PDXDC1;FZD5;RNF13;ALDH2;CALCOCO2;COBLL1;GPBP1L1;ACO1;PCK1;MRPL46;TOB1,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^3 GSE33266,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,GSTK1;PRDX2;ACSL1;EPHX2;ACO1;APOE;TRIAP1;PCK1;HSD17B10;UGT1A8;PEX14;HSPD1,Virus Perturbations from GEO up
SARS-CoV MA15 Day7-PFU-10^5 GSE33266,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,CYP27A1;C4A;CYB5A;ABCC2;GALT;CPS1;CNBP;ECH1;AKAP9;PXMP2;SERPINA7;SORL1,Virus Perturbations from GEO up
SARS-CoV NSP16 Day4 GSE49263,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,FKBP2;ZNHIT1;MRPL40;ALDH5A1;SERPINC1;C1R;PROS1;ST7;CD14;ALDH7A1;MRPL46;CYP3A5,Virus Perturbations from GEO up
SARS-CoV 84Hour GSE47962,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,HMGCL;SURF1;EIF5;GALT;GSTO1;CHMP2A;ARL6IP4;IRS2;SLC37A4;HYPK;TUFM;HSPD1,Virus Perturbations from GEO up
SARS-CoV 96Hour GSE47961,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,C4B;HSD11B1;CXADR;EIF5;CFHR4;CFI;IRS2;MSMO1;AK4;ST3GAL1;TOB1;ETS2,Virus Perturbations from GEO up
icSARA deltaORF6 7Hour GSE33267,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,RCL1;GCDH;C5;HAL;F9;ZGPAT;ALAS1;ABCC2;OXSM;ISOC1;C4BPA;ANXA10,Virus Perturbations from GEO up
icSARS CoV 72Hour GSE33267,12/300,0.21202679090695165,1,0,0,1.3050570962479608,2.024199204034997,AR;GATM;C6;DUSP10;OXSM;NAAA;CYP4A11;ITPR2;ST3GAL6;GUSB;HSD17B10;SULT1A3,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 0Hour GSE47960,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,GAMT;COX8A;RCL1;MRPL40;H6PD;CMC2;C1RL;MRPS18B;UQCRC1;ARL6IP4;MRPL23,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 18Hour GSE47960,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,MRPL40;GALT;CALCOCO2;HPN;ESD;AK2;UGT2B28;ABAT;FBXO7;FAM8A1;LPIN2,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 7Hour GSE37571,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,CTSO;LEPROT;C1S;NMRK1;ALB;SORD;SERPING1;SLC2A2;NDUFC1;GHITM;HSD17B11,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 12Hour GSE28166,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,PTP4A1;NDUFB8;LEPROT;MPC1;C1R;ID2;APOC1;AK2;RNF130;TOB1;ASS1,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 18Hour GSE28166,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,ITIH4;PON3;LEPROT;GPX4;C1R;ID2;PXMP2;APOC1;UQCR11;MRPL23;LPA,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 2day-MOI-10^4 GSE44441,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,PTP4A1;CXADR;CMC4;BHMT2;PROS1;CYP1A2;LY75;MASP2;C8A;C2;SERPINA5,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 7Hour GSE43203,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,GAMT;ZNHIT1;CMC2;BNIP3;PXMP2;PSD3;ARL6IP4;HSD17B8;CPN2;RBKS;ADH6,Virus Perturbations from GEO up
A CA 04 2009 4dayMOI-10^5 GSE37569,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,AFTPH;FKBP2;ABCC2;HAX1;ST13;AQP9;CIDEB;F13B;CD302;KMO;KNG1,Virus Perturbations from GEO up
Ebolavirus(EBOV) 5day Splenocytes GSE17509,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,SURF1;GOT1;PCCA;ERP29;SUCLG1;PHGDH;DBI;EDF1;RAF1;CP;GCAT,Virus Perturbations from GEO up
Enterovirus 71 8Hour GSE15323,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,HAL;ECHS1;AHCY;ARL6IP1;GRB14;C9;PCBP2;CFHR5;SDHC;DGCR6;MTMR4,Virus Perturbations from GEO up
SARS-BatSRBD 0Hour GSE47961,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,CYP27A1;ALAD;EPB41L4B;KANK1;GAS2;ST3GAL6;ABHD6;NDUFC1;MAT1A;TBCA;KALRN,Virus Perturbations from GEO up
SARS-BatSRBD 36Hour GSE47962,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,CYP2J2;SLC25A1;ITIH4;EIF5;ECHS1;GALT;ECI1;KYNU;C1RL;TRAPPC8;CP,Virus Perturbations from GEO up
SARS-BatSRBD 60Hour GSE47961,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,PTP4A1;ZNF274;PGRMC1;MRPL40;ABCD3;MTHFD1;ID2;SFXN1;IRS2;ADIPOR2;CYP2C18,Virus Perturbations from GEO up
SARS-BatSRBD Day4 GSE50000,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,ST6GAL1;ZNF274;GJB1;CPS1;APOC4;TRAPPC8;MAN1A1;MRPL34;CLU;ZC3H14;SERPINA5,Virus Perturbations from GEO up
SARS-CoV MA15 Day1-PFU-10^3 GSE33266,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,RBM47;ABCD3;NR1I3;HPN;SLC22A1;CHMP2A;SUCLG1;EDF1;NDUFC1;ARIH1;NDUFV1,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^4 GSE33266,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,AR;PRDX2;BDH1;LEPR;ACO1;TRIAP1;ACAA1;UGT1A8;ARHGAP35;PDIA5;CPN1,Virus Perturbations from GEO up
SARS-CoV MA15 Day4-PFU-10^4 GSE50000,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,HINT1;ACY1;RPN1;ERLIN1;ETFDH;KLHL2;SORBS2;ETFA;LIN7C;ALDH7A1;CLU,Virus Perturbations from GEO up
SARS-CoV MA15 Day7-PFU-10^4 GSE33266,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,FGB;GRHPR;ZNF274;ABCC2;TFR2;PCBP2;CYP4F3;NBR1;TMBIM6;AGMAT;UGT1A6,Virus Perturbations from GEO up
SARS-CoV 12Hour GSE47960,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,RCL1;PTP4A1;SLC25A15;EIF5;PC;MAT2A;TAB2;NDUFC1;A1CF;KLKB1;PEX14,Virus Perturbations from GEO up
SARS-dORF6 36Hour GSE47962,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,LRRC47;ITIH4;FKBP2;EIF5;ECHS1;ALAS1;RETSAT;ARL6IP4;FAH;PHKA2;ACADS,Virus Perturbations from GEO up
SARS-dORF6 48Hour GSE47962,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,ITIH4;ZNF274;WDR59;GGCX;MARC2;CHP1;SUCLG1;GUSB;SULT1A4;CLU;TOB1,Virus Perturbations from GEO up
SARS-dORF6 84Hour GSE47960,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,AFTPH;NR5A2;SLC16A1;HAX1;NSMCE4A;GSTO1;KYNU;AK2;ST3GAL6;MRPL46;ABCG2,Virus Perturbations from GEO up
cSARS Bat SRBD 48Hour GSE37827,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,C4B;EPB41L4B;ST6GAL1;AZGP1;GATM;CPB2;C8G;HPN;CEPT1;SLC38A4;PTPN3,Virus Perturbations from GEO up
icSARA deltaORF6 0Hour GSE33267,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,C5;CTSO;VNN1;DPYS;NR1I2;CYP4A11;CFHR5;ETFA;CD302;PCK2;MSRB1,Virus Perturbations from GEO up
icSARS CoV 0Hour GSE33267,11/300,0.3150521808319962,1,0,0,1.1963023382272975,1.381749538319382,ITIH4;VNN1;KCND3;SDC2;C9;CYP4A11;ISOC1;MTHFS;ETFA;CD302;SERF2,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 12Hour GSE47962,10/300,0.4388205580434756,1,0,0,1.0875475802066341,0.895774552559077,ALDH2;CALCOCO2;C1R;C1RL;MXI1;ETFDH;ABAT;MSMO1;A1CF;GNE,Virus Perturbations from GEO up
A-CA-04-2009(H1N1) 12Hour GSE40844,10/300,0.4388205580434756,1,0,0,1.0875475802066341,0.895774552559077,ERP44;PLGLB1;NMRK1;TAT;ESD;PXMP2;ACSM5;C4BPB;HYPK;C2,Virus Perturbations from GEO up
